Season,Name of Episode,ID of the Episode,Date Aired,Average Rating,Number of Ratings,Description
Season 13,The Brain of Morbius: Part Four,S13E20,24 Jan. 1976,8.5,373,"Morbius goes on the rampage, forcing the Doctor and Solon to team up to try and bring him back under control."
Season 13,The Seeds of Doom: Part One,S13E21,31 Jan. 1976,8.7,436,"Members of the World Ecology Bureau discover a centuries-old seed pod buried deep in Antarctica's permafrost. It seems to be still alive, growing without soil. They transmit a photo to London where Richard Dunbar of the W.E.B. shares it with the Doctor. Wary of what it might be, the Doctor immediately flies down with Sarah. They don't know that Dunbar is a leak in the bureau and has tipped off the discovery to a rich plant fanatic named Harrison Chase. Chase sends a thug and a plant expert down to verify the discovery and fetch it back by any means possible. But ..."
Season 13,The Seeds of Doom: Part Two,S13E22,7 Feb. 1976,8.7,353,"With a killer Krynoid on the loose, the Doctor, Sarah and the last surviving member of the expedition concentrate on hunting it down, unmindful of Chase's men who, once they learn of the second Krynoid pod (which always travel through space in pairs), work to obtain it and eliminate all possible witnesses."
Season 13,The Seeds of Doom: Part Three,S13E23,14 Feb. 1976,8.7,352,"Surviving two attempts to end their lives, the Doctor and Sarah seek the identity of the plant fanatic who ordered the hit on the arctic base, pursuing their only lead - a commissioned painting of a rare flower left in the boot of a car. Chase, meanwhile, is doing all he can to encourage the hatching of the Krynoid pod."
Season 13,The Seeds of Doom: Part Four,S13E24,21 Feb. 1976,8.7,344,"Sarah is saved from a Krynoid fate and runs off, but the same can't be said for one of Chase's men. Not only is he simultaneously devoured and transformed, his fascinated employer will do all he can to encourage the process. The Doctor gets introduced to Chase's grinder and compost acceleration chamber, which promises him a painful yet swift death en route to making him one with nature, via the garden's nutrient pump. The situation has finally gone too far for Dunbar, who outs his own involvement in this matter and stands up to Chase, only to come face to face with a ..."
Season 13,The Seeds of Doom: Part Five,S13E25,28 Feb. 1976,8.7,350,"In the interest in self-preservation, Chase's men side with The Doctor against the Krynoid, but the Krynoid - now bigger than the Chase Mansion - invites The Doctor to join it, promising to leave the others alone if he does. People within a mile of the Chase Estate, however, start getting strangled by their plants, while Chase, snapping photos of the Krynoid, has a significant one-on-one encounter with it."
Season 13,The Seeds of Doom: Part Six,S13E26,6 Mar. 1976,8.8,357,"Chase is obviously under Krynoid control. The Doctor suspects possession but, with the mountainous Krynoid nearing maturity and whacking the mansion to pieces, he concerns himself with the bigger picture and orders the mansion - with Sarah and him still inside - to be bombed."
Season 14,The Masque of Mandragora: Part One,S14E01,4 Sep. 1976,7.6,341,"The Doctor and Sarah are drawn into the Mandragora Helix, an entity which exists among the stars and which transports the TARDIS to 15th century Italy."
Season 14,The Masque of Mandragora: Part Two,S14E02,11 Sep. 1976,7.5,308,The Doctor rushes to rescue Sarah from the Brethren of Demnos while Mandragora tries to bring them under its control.
Season 14,The Masque of Mandragora: Part Three,S14E03,18 Sep. 1976,7.4,298,"The Doctor saves Giuliano from Federico's men, then they try to find Sarah, unaware Hieronymous has hypnotised her to kill the Doctor."
Season 14,The Masque of Mandragora: Part Four,S14E04,25 Sep. 1976,7.6,305,"With Mandragora having taken complete control of the brethren, the Doctor tries to find a way to drain off the Mandragora energy on Earth before it wipes out the guests at Giuliano's masque."
Season 14,The Hand of Fear: Part One,S14E05,2 Oct. 1976,7.7,385,"The Doctor and Sarah arrive in a quarry during blasting operations and when Sarah is buried under rubble, she discovers a stone hand."
Season 14,The Hand of Fear: Part Two,S14E06,9 Oct. 1976,7.7,336,The Doctor and Carter attempt to gain the trust of the Nunton staff before Sarah takes the hand into the reactor.
Season 14,The Hand of Fear: Part Three,S14E07,16 Oct. 1976,7.8,333,Eldrad uses the energy from the reactor to regenerate herself and tries to force the Doctor and Sarah to take her back to Kastria.
Season 14,The Hand of Fear: Part Four,S14E08,23 Oct. 1976,7.9,339,The Doctor and Sarah attempt to get Eldrad to the regeneration chamber but Rokon has left traps in their path.
Season 14,The Deadly Assassin: Part One,S14E09,30 Oct. 1976,8.5,463,A mysterious evil is at work on Gallifrey. The President of the Time Lords has been assassinated and the Doctor caught red-handed. An inexorable master plan has been set in motion. There can be no escape
Season 14,The Deadly Assassin: Part Two,S14E10,6 Nov. 1976,8.5,389,The Doctor is arrested for the President's murder and struggles to avoid his immediate execution.
Season 14,The Deadly Assassin: Part Three,S14E11,13 Nov. 1976,8.5,392,"The Doctor battles the assassin inside the matrix dreamscape, while the Master tries to bring about his death in the real world."
Season 14,The Deadly Assassin: Part Four,S14E12,20 Nov. 1976,8.6,398,"The Doctor realises the Master is planning to tap into the Time Lords' power source to extend his own life, an act that will destroy all Gallifrey."
Season 14,The Face of Evil: Part One,S14E13,1 Jan. 1977,7.7,356,"On a nameless planet in the far future where invisible monsters prowl, the Doctor befriends a warrior woman named Leela, recently banished from her tribe, the Sevateem. She and everyone recognize the Doctor immediately. He is the Evil One who, in their mythology, holds their god Xoanon prisoner and must be destroyed."
Season 14,The Face of Evil: Part Two,S14E14,8 Jan. 1977,7.6,312,"Despite protestations against being the Evil One, mounting evidence points to the Doctor's prior involvement with Leela's people, and an error in judgment he once made in their distant past that puts them all in immediate jeopardy."
Season 14,The Face of Evil: Part Three,S14E15,15 Jan. 1977,7.6,306,"The Doctor and Leela encounter the placid and mind-powerful Tesh, the complete opposite of the savage Saveteem. They recognize the Doctor, too, but to them he is Lord; however, when it becomes evident the Doctor threatens their living god, Xoanon, the Doctor becomes a marked man."
Season 14,The Face of Evil: Part Four,S14E16,22 Jan. 1977,7.6,313,"As the Saveteem and Tesh finally close in for a fight to the death, the powerful but long-suffering Xoanon ignores their strife to commit its full resources toward killing the Doctor, even to the extent of destroying everyone."
Season 14,The Robots of Death: Part One,S14E17,29 Jan. 1977,8.5,530,"The TARDIS materialize aboard a sandminer, a mining ship on a desert planet run by a robot labor force headed by a fairly small but sniping human crew. As one crewman is discovered strangled to death, the Doctor and Leela arrive just in time to become the prime suspects."
Season 14,The Robots of Death: Part Two,S14E18,5 Feb. 1977,8.6,422,"As the strangulations continue and the humans aren't sure who to blame, Leela meets up with an anomaly among the robot crew - an inquisitive, supposedly mute single-function labor robot capable of independent reasoning. Meanwhile the Doctor starts looking into the possibility that the murderer is a robot, and another crew member is targeted for death."
Season 14,The Robots of Death: Part Three,S14E19,12 Feb. 1977,8.6,412,"Hearing about a man who grew up only around robots and who has threatened to start a robot revolution, and who may be aboard the sandminer under an assumed name, the Doctor takes D.84 to seek out a possible secret workshop where he would be restructuring robot programming. Meanwhile, as one crew member suffers a complete mental breakdown, reprogrammed robots are ordered to kill all remaining humans."
Season 14,The Robots of Death: Part Four,S14E20,19 Feb. 1977,8.7,424,"With secrecy no longer necessary for the robot revolution, Controller Taren Capel shuts down all friendly robots and gives the remaining humans an ultimatum, or else their deaths will be slow and painful. With no conventional weaponry aboard their commercial vessel, the humans do what they can to resist while giving the Doctor time to work out a permanent solution."
Season 14,The Talons of Weng-Chiang: Part One,S14E21,26 Feb. 1977,8.8,559,"The Doctor and Leela land in Victorian London, and find themselves in the middle of missing girls, mutilated bodies, and vicious Chinese gangs. The Palace theater, presenting hypnotist Li H'sen Chang seems to be at the center of it all."
Season 14,The Talons of Weng-Chiang: Part Two,S14E22,5 Mar. 1977,8.7,428,"After escaping from the vicious giant rat in the sewers, the Doctor & Leela team up with Litefoot. Chang, Mr Sin and Weng-Chiang go in search of the time cabinet, while the Doctor and Jago go in search of Chiang's lair."
Season 14,The Talons of Weng-Chiang: Part Three,S14E23,12 Mar. 1977,8.7,433,Leela follows Chang in order to find Greel's hideout while the Doctor and Litefoot set about finding her.
Season 14,The Talons of Weng-Chiang: Part Four,S14E24,19 Mar. 1977,8.7,425,"Having rescued Leela from the jaws of the giant vicious rat, she & the Doctor dress up and attend Chang's show at the palace, but end up as part of the act. At home, Litefoot tries to protect the time cabinet."
Season 14,The Talons of Weng-Chiang: Part Five,S14E25,26 Mar. 1977,8.7,423,"Weng-Chiang has stolen the time cabinet from Litefoot's house, so the Doctor and Leela go to try and stop him from using it. They find an opium-drugged Chang. Jago teams up with Litefoot for their own investigation."
Season 14,The Talons of Weng-Chiang: Part Six,S14E26,2 Apr. 1977,8.8,435,"The real face of Weng-Chiang is revealed as the Doctor, Leela, Jago and Litefoot face their final battle, against both Magnus Greel and a trigger-happy Mr Sin."
Season 15,Horror of Fang Rock: Part One,S15E01,3 Sep. 1977,8.2,429,"The TARDIS lands near an isolated rocky island lighthouse just after a comet strikes the nearby sea and a sudden chilling fog rolls in. Soon after, electrical problems take hold of the generator and one of the keepers dies mysteriously."
Season 15,Horror of Fang Rock: Part Two,S15E02,10 Sep. 1977,8.1,356,"With inexplicable electrical problems keeping the lighthouse from maintaining a steady beam, a foolhardy ship crashes against the island rocks. Four shaken and discontent survivors join the people inside where the Doctor surmises they're all being carefully scrutinized, a prelude to an attack."
Season 15,Horror of Fang Rock: Part Three,S15E03,17 Sep. 1977,8.2,359,"A death scream is heard, yet all are accounted for. Eventually the Doctor finds a body stashed away but hours old, with rigor mortis already settling in, which means there's a chameleon in their midst. Completely cut off from the rest of the world and with an escalating body count, the Doctor wonders just what, exactly, he's locked inside the lighthouse with them all."
Season 15,Horror of Fang Rock: Part Four,S15E04,24 Sep. 1977,8.2,365,"With little to fear, and its mother ship about to land and turn Earth into an alien attack base, the electrically charged Rutan scout drops its human guise and attacks openly."
Season 15,The Invisible Enemy: Part One,S15E05,1 Oct. 1977,7.1,288,"""Contact has been made!"" A relief crew en route to Titan in 5000 AD unwarily pick up hitchhikers that change them. Shortly thereafter the Doctor, passing through the same point in space, is hitchhiked as well, but not Leela - a reject who must die."
Season 15,The Invisible Enemy: Part Two,S15E06,8 Oct. 1977,7.1,252,"The Doctor draws into himself, fighting the voice in his own head that's trying to take over his intelligence."
Season 15,The Invisible Enemy: Part Three,S15E07,15 Oct. 1977,6.9,251,The medical center mounts a defense against alien forces trying to take the comatose Doctor while clones of Leela and the Doctor go microscopic so they can hunt down the intelligent infection that's in his head.
Season 15,The Invisible Enemy: Part Four,S15E08,22 Oct. 1977,6.8,256,"In trying to retrieve the clones from inside the Doctor, the alien virus is brought from the microbial world into the macro-world, and it's ready to spawn."
Season 15,Image of the Fendahl: Part One,S15E09,29 Oct. 1977,7.6,291,"Archeologists near a reputedly haunted woods use a time scanner to explore the history of a sinister 12 million year old skull, creating a hole in time that attracts the Doctor's attention."
Season 15,Image of the Fendahl: Part Two,S15E10,5 Nov. 1977,7.5,248,"Every time the archaeologists explore the ancient skull, something deadly hunts and haunts the wood while one of the researchers is particularly affected."
Season 15,Image of the Fendahl: Part Three,S15E11,12 Nov. 1977,7.6,248,"The Doctor endeavors to prevent the re-existence of a Fendahl, a group entity that feeds on life itself and thought only to exist in Time Lord mythology, but a witches' coven, seeking power, intervenes."
Season 15,Image of the Fendahl: Part Four,S15E12,19 Nov. 1977,7.6,258,"With one of the archaeologists transformed and a massive implosion threatening, the Fendahl and its Fendahleen components start coming into existence while the Doctor, Leela and the Tylers do what they can to stop it."
Season 15,The Sun Makers: Part One,S15E13,26 Nov. 1977,7.7,302,"The Tardis lands on Pluto in the far future. Instead of being a lifeless rock, there's scented air, massive buildings, six suns, a human population subjugated by crippling taxes from a government called ""The Company,"" and a man about to commit suicide."
Season 15,The Sun Makers: Part Two,S15E14,3 Dec. 1977,7.8,256,"Captured by the authorities, the Doctor finds himself restrained in a Correction Centre where he's to be prepped for painful shock treatments, making him unable to return within a given time frame to the underground rebels holding Leela, who are prepared to kill her as promised."
Season 15,The Sun Makers: Part Three,S15E15,10 Dec. 1977,7.7,252,"The merciless Collector, who runs The Company, issues a bounty on the Doctor for his capture, while an already captured Leela is sentenced to public execution, via a steamer, for crimes against the company."
Season 15,The Sun Makers: Part Four,S15E16,17 Dec. 1977,7.8,265,"Attempting to start a successful revolution, the Doctor uses Pluto's Public Address System to announce successful revolution, all the while trying to determine the Collector's true species and why he, or it, seems set on taxing the life out of humans."
Season 15,Underworld: Part One,S15E17,7 Jan. 1978,6.5,263,"Materializing at the edge of the cosmos, the frontier of creation, The Doctor, Leela & K-9 encounter four ancient space travelers from Minyos, the first race ever contacted by the Time Lords. All but extinct due to their Time Lords encounter, the Minyans (rejuvenated 1000 times each) have been embarked on a long 100,000 year old quest, searching the universe for the lost race bank of their species to take to a new home world. But their equally old ship is finally failing, succumbing to the gravitational pull of a newly forming sun and taking the Doctor and his party ..."
Season 15,Underworld: Part Two,S15E18,14 Jan. 1978,5.8,238,"Crashing inside a newly formed planet, the Doctor and others find it inhabited by a slave labor mining society, where rocks are harvested for their radioactive energy and human life has little value. With a population controlled by deliberate cave-ins, poison gas, and periodic sacrifices to an Oracle, the miners, called Trogs, are also descendants from Minyos, and who desperately desire freedom."
Season 15,Underworld: Part Three,S15E19,21 Jan. 1978,5.8,237,"Capturing the Doctor and Leela, the citadel guards are quite pleased to have more subjects for their public executions, but it only fires up a Trog revolt instead."
Season 15,Underworld: Part Four,S15E20,28 Jan. 1978,5.9,239,"With the Trog revolt close to success, the Oracle grants the Minyos travelers what they seek (the long lost race bank) in hopes they'll depart peacefully and straight away, but the Doctor suspects it's not all going to be as amicable as that. And what to do about the Trogs?"
Season 15,The Invasion of Time: Part One,S15E21,4 Feb. 1978,7.6,318,"The Doctor returns to Gallifrey to become the President of the high council of time lords. But Leela finds the Doctor is acting out of character and she is proved correct, when it is revealed that the Doctor has betrayed his own people and is working for Invisible aliens known as the Vardans who have taken control of the citadel and The Doctor has banished members of the high council and Leela to the wasteland outside the Citadel. But the Doctor has his own agenda, he is planning to thwart the Vardans scheme and time-loop their planet. But what the Doctor doesn't know..."
Season 15,The Invasion of Time: Part Two,S15E22,11 Feb. 1978,7.5,275,"The Doctor orders Leela exiled from the Capitol, then orders K9 to sabotage Gallifrey's defences."
Season 15,The Invasion of Time: Part Three,S15E23,18 Feb. 1978,7.5,272,The Doctor allows the Vardans to occupy Gallifrey while Leela and Rodan head out into the wasteland to search for help.
Season 15,The Invasion of Time: Part Four,S15E24,25 Feb. 1978,7.5,272,"The Doctor convinces Andred to trust him as he works to expel the Vardans, while Leela gathers the Outsiders for an attack on the Capitol."
Season 15,The Invasion of Time: Part Five,S15E25,4 Mar. 1978,7.4,270,The Doctor and his friends flee from the Sontarans and the Doctor tries to convince Borusa to abandon his sacred office in order to help defeat them.
Season 15,The Invasion of Time: Part Six,S15E26,11 Mar. 1978,7.3,271,The Doctor and his friends take refuge in the TARDIS but find themselves pursued by Stor and Kelner.
Season 16,The Ribos Operation: Part One,S16E01,2 Sep. 1978,7.6,383,"The Doctor is chosen for a quest by The White Guardian to go in search for the six segments to the Key to Time, that have been scattered and sent throughout the time/space continuum. With the Key to Time, The White Guardian will restore balance to the universe. Joined by a young time lady named Romana, The Doctor, Romana and K-9 Mark 2 begin their quest and arrive at their first destination, The medieval Russian like world Ribos, where a conman named Garron bids to sell Ribos to a exiled tyrant known as Graff Vynda K, where Unstoffe, Garron's assistant uncovers ..."
Season 16,The Ribos Operation: Part Two,S16E02,9 Sep. 1978,7.5,328,The Doctor and Romana investigate Garron's activities but this results in the Graff believing they are working together.
Season 16,The Ribos Operation: Part Three,S16E03,16 Sep. 1978,7.5,324,"The Graff takes the Doctor, Romana and Garron prisoner and then sets about trying to track down Unstoffe and the jethryk."
Season 16,The Ribos Operation: Part Four,S16E04,23 Sep. 1978,7.6,326,"The Doctor returns to the city to keep an eye on the Graff, leaving Romana, K9 and Garron to search for Unstoffe and the first segment.However, Garron double crosses them and steals the tracer."
Season 16,The Pirate Planet: Part One,S16E05,30 Sep. 1978,7.7,383,"In seeking the second segment of the Key to Time, the TARDIS heads for an icy world but lands on a populated planet that shouldn't be there."
Season 16,The Pirate Planet: Part Two,S16E06,7 Oct. 1978,7.8,326,"The Doctor and Kimus head to the Bridge to try and rescue Romana, leaving K9 and Mula to search for Pralix."
Season 16,The Pirate Planet: Part Three,S16E07,14 Oct. 1978,7.8,324,"The Mentiads take the Doctor, Romana and Kimus to a reunion with K9 and Mula, where they set about trying to defeat the Captain's plans."
Season 16,The Pirate Planet: Part Four,S16E08,21 Oct. 1978,8.0,326,The Doctor reveals the truth about the real power on Zanak and must try and stop the Captain and Xanxia before Earth becomes their next victim.
Season 16,The Stones of Blood: Part One,S16E09,28 Oct. 1978,7.6,343,"On Earth to collect the third segment to the Key to Time, the Doctor and Romana encounter modern day druids in Cornwall making blood sacrifices to Cailleach, the goddess of war and magic, at a megalithic circle known as The Nine Travelers. The Tracer says the third segment is there, then says it isn't, which is very odd."
Season 16,The Stones of Blood: Part Two,S16E10,4 Nov. 1978,7.7,298,"The Doctor and Romana's lives have already been imperiled. Now megalithic creatures from planet Ogros begin to attack under the directives of a mysterious master. Investigating the history of the area, Romana notices that for centuries only women have owned the land and nearby manor and wonders if there's any significance to this."
Season 16,The Stones of Blood: Part Three,S16E11,11 Nov. 1978,7.7,298,"Assisted by Prof. Rumford and K-9, the Doctor builds a projector by which to enter hyperspace and rescue the kidnapped Romana, all of them all the while trying to avoid the bloodsucking Ogri stalking them."
Season 16,The Stones of Blood: Part Four,S16E12,18 Nov. 1978,7.7,298,"Aboard a hyperspace prison ship, two justice machines called the Megara, known for swift verdicts and harsh punishments, arrest the Doctor for breaking an infraction, with trial and execution to be carried out immediately."
Season 16,The Androids of Tara: Part One,S16E13,25 Nov. 1978,7.4,333,"When Romana goes fishing for the fourth segment to the Key to Time, the Doctor just goes fishing. While on the planet of Tara, both are taken in (somewhat against their will) by two factions, both trying to achieve the throne of Tara. While Romana is mistaken for an android by Count Grendel, the Doctor and the Prince are drugged after the Doctor agrees to help repair his android."
Season 16,The Androids of Tara: Part Two,S16E14,2 Dec. 1978,7.4,300,"Discovering that they've all been drugged, the Doctor tries to escape and passes out just as he opens the door, envisioning the evil Count Grendel as he loses consciousness. When he awakes, he is, once again, at the tip of a blade, and his life threatened by those who believe he is behind all of it, while the Count has kidnapped Prince Reynart. Meanwhile, back at Count Grendel's castle, Romana finds herself an exact double for Princess Strella, whom the Count plans to marry once he ascends to the throne so he can claim her land for his own (once he kills her, too)."
Season 16,The Androids of Tara: Part Three,S16E15,9 Dec. 1978,7.5,307,"The Doctor kills the android princess, Count Grendel finds his plans foiled and can not find an opening to kill the new king (especially since the King's head bodyguard now suspects him of treachery against the King). So he offers Romana up in exchange to the Doctor for his own safety. But the Count has built another android programmed to kill the Doctor once it hears the Doctor's voice. Meanwhile, the real Romana escapes Grendel's castle and tries to ride for help."
Season 16,The Androids of Tara: Part Four,S16E16,16 Dec. 1978,7.5,303,"The Count has offered the throne to the Doctor, just before killing the android King and riding off with the, once again, captured Romana, all under a flag of truce. As the Doctor and K-9 plan a rescue effort for Romana and the King, Count Grendel plans to marry Romana to the King, kill the King, marry Romana, then kill her, as well, inheriting all of the King's land and powers..."
Season 16,The Power of Kroll: Part One,S16E17,23 Dec. 1978,6.6,305,"The TARDIS arrives at it's next destination, the marsh planet ""Delta Magna"". Where the Doctor and Romana goes in search of the fifth segment to the Key to Time. Where they discover the native tribal Swampies worships Kroll, a gigantic squid as a god, only to find Kroll has accidentally swallowed the fifth segment and Romana is chosen by the Swampies for sacrifice and The Doctor sets out to save a local refinery from being attacked by Kroll."
Season 16,The Power of Kroll: Part Two,S16E18,30 Dec. 1978,6.6,275,The Doctor rescues Romana from the Swampies but is horrified to hear that Kroll has awoken.
Season 16,The Power of Kroll: Part Three,S16E19,6 Jan. 1979,6.5,276,"The Doctor, Romana and Rohm-Dutt are sentenced to death by the Swampies while the refinery crew try to work out a way to destroy Kroll."
Season 16,The Power of Kroll: Part Four,S16E20,13 Jan. 1979,6.6,278,The Doctor races to stop Thawn from destroying the Swampie settlement and then works to destroy Kroll once and for all.
Season 16,The Armageddon Factor: Part One,S16E21,20 Jan. 1979,7.2,293,"The Doctor and company drop in on the planet Atrios, whose inhabitants are in an interplanetary war with their twin planet Zeos. Although Astra, Princess of Atrios, wishes for peace, the Marshal, her commander of the military, does not share her views. So, while the TARDIS is in orbit around the planet, the Marshal targets the Doctor for destruction."
Season 16,The Armageddon Factor: Part Two,S16E22,27 Jan. 1979,7.2,258,"In an effort to escape the Marshal, the Doctor finds the TARDIS buried under rubble, and figures that he may have stumbled across the missing princess, who has now been abducted by someone else. But he does find a new ally in her love, who believes that the Doctor did not have anything to do with her disappearance."
Season 16,The Armageddon Factor: Part Three,S16E23,3 Feb. 1979,7.2,258,"The Shadow kidnaps the Doctor and tries to secure the Key to Time, while the Marshal prepares for an all-out assault against Zeos. Meanwhile, the Doctor's companions try to locate the missing TARDIS."
Season 16,The Armageddon Factor: Part Four,S16E24,10 Feb. 1979,7.1,257,"The Doctor sends Shapp and Merak back to Atrios to try and halt the Marshal's attack, while he and Romana attempt to disable Mentalis."
Season 16,The Armageddon Factor: Part Five,S16E25,17 Feb. 1979,7.1,253,"The Shadow, now with control of K-9, awaits the arrival of the Doctor and company in the cave where he took control of the princess. Meanwhile, Princess Astra joins Romana and the Doctor in the TARDIS, where he had locked the Marshal in a continual time loop just before attacking Astrios. Returning to the cave where Princess Astra was held captive, K-9 pursues the Doctor, while Astra captures Romana."
Season 16,The Armageddon Factor: Part Six,S16E26,24 Feb. 1979,7.1,259,"The Doctor, having met another Time Lord named Drax in the caves, teams up with him to try and defeat the Shadow, but Drax shrinks him instead of his Mute captor then turns the shrinking ray on himself, allowing the Shadow to claim the Key to Time. Meanwhile, everyone finds out that Princess Astra, herself, is the sixth and final segment of the Key to Time. And once it is assembled, nothing stands between the Shadow and absolute power of the Universe...except the Doctor!"
Season 17,Destiny Of The Daleks Episode One,S17E01,1 Sep. 1979,7.4,351,"The Doctor and Romana find themselves on Skaro and forced to be military advisers to the Daleks' enemy, Movellans, while the Daleks revive Davros."
Season 17,Destiny Of The Daleks Episode Two,S17E02,8 Sep. 1979,7.4,309,"While the Daleks assign Romana to their excavation detail, the Doctor and an escaped prisoner help the Movellans' attempt to beat the Daleks."
Season 17,Destiny Of The Daleks Episode Three,S17E03,15 Sep. 1979,7.3,297,"The Doctor reaches Davros first, but can he hang on to him? Meanwhile, the Movellans test a bomb to incinerate the planet."
Season 17,Destiny Of The Daleks Episode Four,S17E04,22 Sep. 1979,7.3,301,"To break the centuries-old stalemate in their war, the Movellans need the Doctor, as do the Daleks Davros. The solution is simple, but neither side can see it, nor would the Doctor upset this perfect and unplanned peace they've achieved. Davros, though, is another matter."
Season 17,City of Death: Part One,S17E05,29 Sep. 1979,8.9,557,"As time slips a groove, the Doctor and Romana relive twenty-four seconds while on holiday in Paris. The second time it occurs the Doctor spots a woman using advanced, alien technology at the Louvre to study the security system guarding the Mona Lisa, but it's the Doctor who falls under suspicion of being a clever and masterful international art forger."
Season 17,City of Death: Part Two,S17E06,6 Oct. 1979,9.0,472,"As the very well-mannered but callous Count Scarlioni rehearses his forthcoming heist of the Mona Lisa, the Doctor, Romana and Det. Duggan explore his basement, discovering a time travel laboratory and an entombed set of six inexplicably authentic copies of the Mona Lisa."
Season 17,City of Death: Part Three,S17E07,13 Oct. 1979,8.9,458,"Pursuing the mystery of the multiple, authentic Mona Lisa's back to Leonardo de Vinci's workshop in 1505 Florence, the Doctor meets Captain Tancredi - the very same man he's met as Count Scarlioni in 1979 Paris. Politely but firmly invited to tarry, via a set of thumbscrews, the Doctor can't help but answer a few of the gracious Captain's most urgent questions."
Season 17,City of Death: Part Four,S17E08,20 Oct. 1979,9.1,480,"Scaroth, the last of the Jagaroth, forces Romana to build a field interface stabilizer for his time machine. Romana reluctantly does so, not knowing that the full extent her action will lead to the total non-existence of all life on Earth. Humans will never have existed."
Season 17,The Creature from the Pit: Part One,S17E09,27 Oct. 1979,7.0,274,"Answering a distress call, the TARDIS lands on Chloris, a planet choked with abundant vegetation. Discovering a gigantic, fragmented eggshell that's the source of the call, the Doctor and Romana also find themselves under arrest for tramping about in a zone marked for death. Before they can be brought before Lady Adrasta, the matriarchal ruler, for questioning and ceremonious execution, a roving ban of metal-scavenging bandits attack and run off with Romana."
Season 17,The Creature from the Pit: Part Two,S17E10,3 Nov. 1979,6.7,243,"With the Doctor down in the execution pit and presumed dead, the cruel Lady Adrasta threatens Romana in order to gain obedience from K-9 and use his blast ray in a hunting party against the globular alien creature lurking about in her mine tunnels, with additional designs on using the TARDIS to maintain her planetary monopoly on metal. Meanwhile the Doctor, alive, discovers Organon the Astrologer living down in the pit, having managed to avoid death by the strange, house-size alien creature that roams around down there, too."
Season 17,The Creature from the Pit: Part Three,S17E11,10 Nov. 1979,6.8,240,"Trapped face to featureless face with the alien creature, the Doctor tries his best to communicate with it. Meanwhile, as Adrasta's group tries to break through metallic bio-blockage created by the creature, bandits raid her palace for every scrap of metal they can find, including an alien shield that harbors powers no one suspects."
Season 17,The Creature from the Pit: Part Four,S17E12,17 Nov. 1979,6.9,245,"Full revelation of Adrasta's wicked acts in maintaining her planetary monopoly on metal brings her reign to an end, but the victimized alien creature holds a secret: massive interstellar retribution for her crimes is headed their way, with doom for all, including those whose current short-sighted actions undermine the Doctor's efforts to save the planet in order to become new leaders of the old metal monopoly."
Season 17,Nightmare of Eden: Part One,S17E13,24 Nov. 1979,7.1,257,"A cruise ship loaded with passengers to the planet Azure collides with a trade ship as it comes out of warp, leaving the two ships merged but unstable. The Doctor, Romana and K-9 arrive to help out but discover there's also a problem with unidentified smugglers running a cargo of vraxoin, a forbidden organic drug that's as highly addictive as it is fatal. It instills the user with warm complacency and total apathy - the very qualities currently displayed by the cruise ship's bemused co-pilot."
Season 17,Nightmare of Eden: Part Two,S17E14,1 Dec. 1979,7.0,233,"The unstable interphase of the two ships opens up unexpected passageways for dangerous monsters caged in an electronic zoo aboard the cruise ship to escape. Meanwhile, as an attempt is made to hook Romana on vraxoin, the Doctor discovers a mystery man aboard ship to whom he gives chase."
Season 17,Nightmare of Eden: Part Three,S17E15,8 Dec. 1979,7.0,232,"Hiding out from arresting authorities in the electronic zoo's inhospitable Eden exhibit, the Doctor and Romana discover a man reported dead. Meanwhile, the monsters, called mandrels, start attacking and killing passengers, much to the amusement of the ship's captain."
Season 17,Nightmare of Eden: Part Four,S17E16,15 Dec. 1979,7.0,239,"After succeeding in separating the two merged ships, the Doctor discovers the identities of the drug runners. He, Romana and K-9 endeavor to catch them cleverly while also avoiding both the excise men wanting to shoot them and the marauding mandrels just wanting to kill anyone in sight."
Season 17,The Horns of Nimon: Part One,S17E17,22 Dec. 1979,6.2,272,"After colliding with a spaceship, The Doctor, Romana and K-9 learn young natives from a peaceful planet called Aneth are being transported into a great labyrinth called ""The Power Complex"" where the evil bull-like Nimon demands that all his victims who enter The Power Complex are sacrificed so The Nimon can return to the Skonnan Empire back to glory. When Romana is taken captive and also chosen for sacrifice, The Doctor and K-9 travel to the heart of the maze as they set out to rescue Romana and foil The Nimon's evil plan to enslave the universe."
Season 17,The Horns of Nimon: Part Two,S17E18,29 Dec. 1979,6.1,246,The Doctor and K-9 struggle to repair the Tardis and rescue Romana from Skonnos where she is accused of space piracy.
Season 17,The Horns of Nimon: Part Three,S17E19,5 Jan. 1980,6.0,239,"Discovering the Nimon power room puts the Doctor onto the immense threat facing the universe, all enabled by Soldeed's crazed plan to return his war-mongering people to military glory."
Season 17,The Horns of Nimon: Part Four,S17E20,12 Jan. 1980,6.1,243,"While the Doctor endeavors to amend putting Romana in great peril, she experiences a foretaste of Skonnos's fate on the ravaged planet Crinoth, and a shocked but undeterred Soldeed gets a glimmer of how he's been used by the Nimon."
Season 18,The Leisure Hive: Part One,S18E01,30 Aug. 1980,6.5,321,"Finding out-of-season Brighton beach somewhat lacking, the Doctor and Romana travel to the leisure planet Argolis - but there strange experiments are taking place."
